universe,period,policy,n,win_rate,mean_5d,median_5d,beat_mkt_rate,mean_excess,cagr_gross,vol_ann,sharpe_gross,mdd_gross,worst_5d,action_switch_rate,compound_net10,compound_net30
K200,STRESS_2025,ABS_STATE,49,0.3469387755102041,0.007808832204904484,0.0,0.4489795918367347,-0.006438975308316307,0.45183214494782,0.16508669585105598,2.3839906728902442,-0.07224742742698875,-0.0387889633462105,0.40816326530612246,0.4061129672255077,0.33033253829353626
K200,STRESS_2025,ABS_UNCOND,49,0.6326530612244898,0.01186003034425389,0.012014780230158402,0.5306122448979592,-0.0023877771689669006,0.7622594083467118,0.19506703485199003,3.0643082764032594,-0.08389640284292221,-0.0387889633462105,0.02040816326530612,0.6678229831045304,0.5134706515576484
K200,STRESS_2025,ALPHA_STATE,49,0.6326530612244898,0.011307690551397511,0.011832239845539,0.5102040816326531,-0.002940116961823278,0.714983351559187,0.19556695947893257,2.9141303076393528,-0.08347656276444038,-0.0387889633462105,0.42857142857142855,0.6235505952047564,0.4732165005260649
K200,STRESS_2025,ALPHA_UNCOND,49,0.6122448979591837,0.010786383829231404,0.011832239845539,0.42857142857142855,-0.0034614236839893876,0.6654008954936255,0.2148405252479185,2.5304059574697484,-0.10003560210571916,-0.0446606968309655,0.02040816326530612,0.5770986903670883,0.4309726515208503
K200,STRESS_2025,EW4,49,0.6326530612244898,0.01186003034425389,0.012014780230158402,0.5306122448979592,-0.0023877771689669006,0.7622594083467118,0.19506703485199003,3.0643082764032594,-0.08389640284292221,-0.0387889633462105,0.02040816326530612,0.6678229831045304,0.5134706515576484
K200,STRESS_2025,LEADER,49,0.6122448979591837,0.010786383829231404,0.011832239845539,0.42857142857142855,-0.0034614236839893876,0.6654008954936255,0.2148405252479185,2.5304059574697484,-0.10003560210571916,-0.0446606968309655,0.02040816326530612,0.5770986903670883,0.4309726515208503
K200,STRESS_2025,LEADER_OR_ROTATE,49,0.5918367346938775,0.010298910796835321,0.011832239845539,0.42857142857142855,-0.003948896716385469,0.6254432054064585,0.21662534253786767,2.3961421045174522,-0.10003560210571916,-0.0446606968309655,0.02040816326530612,0.5396574716923774,0.3969328834835568
K200,STRESS_2025,MARKET,49,0.7142857142857143,0.01424780751322079,0.0132408993242223,0.0,0.0,0.9738385462145245,0.21391929035399385,3.3568244241930336,-0.0859450902900869,-0.0485567318099933,0.02040816326530612,0.8658015400315509,0.6934918755472994
K200,STRESS_2025,WPLUS,49,0.5714285714285714,0.010868636092814927,0.010012832795814535,0.4897959183673469,-0.0033791714204058636,0.6752039881708876,0.2059750601645487,2.6594445882927,-0.08226489165743289,-0.0406898096706884,0.02040816326530612,0.5862857580805736,0.4393305020363998
K200,STRESS_2026,ABS_STATE,20,0.55,0.010671479280921894,0.009119713687758164,0.35,-0.007108354023445128,0.45519403496369804,0.3833725226215186,1.4029241117247315,-0.20687622298146058,-0.09638606669144986,0.4,0.18177931713015338,0.14026776897587934
K200,STRESS_2026,ABS_UNCOND,20,0.6,0.007232855010198552,0.01724960793204765,0.45,-0.010546978294168462,0.2656056992783289,0.3863116298266,0.9436316806657692,-0.2606418491063277,-0.09638606669144986,0.05,0.10093531801389455,0.057867866755933806
K200,STRESS_2026,ALPHA_STATE,20,0.6,0.0074154788133508915,0.01724960793204765,0.4,-0.010364354491016126,0.26689226417787326,0.407477521674178,0.9172042930302553,-0.2763353985362268,-0.09638606669144986,0.45,0.10148381715109012,0.05838930092566841
K200,STRESS_2026,ALPHA_UNCOND,20,0.5,0.0052218764830165255,0.0054816359548859,0.35,-0.012557956821350497,0.14365378567496379,0.44832717872275146,0.587032388921455,-0.2963180166712478,-0.1263883730489126,0.05,0.04724927706593962,0.006160787521049871
K200,STRESS_2026,EW4,20,0.6,0.007232855010198552,0.01724960793204765,0.45,-0.010546978294168462,0.2656056992783289,0.3863116298266,0.9436316806657692,-0.2606418491063277,-0.09638606669144986,0.05,0.10093531801389455,0.057867866755933806
K200,STRESS_2026,LEADER,20,0.5,0.0052218764830165255,0.0054816359548859,0.35,-0.012557956821350497,0.14365378567496379,0.44832717872275146,0.587032388921455,-0.2963180166712478,-0.1263883730489126,0.05,0.04724927706593962,0.006160787521049871
K200,STRESS_2026,LEADER_OR_ROTATE,20,0.5,0.0052218764830165255,0.0054816359548859,0.35,-0.012557956821350497,0.14365378567496379,0.44832717872275146,0.587032388921455,-0.2963180166712478,-0.1263883730489126,0.05,0.04724927706593962,0.006160787521049871
K200,STRESS_2026,MARKET,20,0.6,0.01777983330436702,0.0387518006263024,0.0,0.0,0.8269825816050165,0.5401088243955083,1.6591167521527168,-0.29909912692720875,-0.1583372682948914,0.05,0.31946891413998757,0.26823435300065746
K200,STRESS_2026,WPLUS,20,0.5,0.006335666675245795,0.008060457140894617,0.3,-0.011444166629121223,0.20261029150900756,0.43241391140131114,0.738453578881366,-0.2836578869195069,-0.1263883730489126,0.05,0.07354487013838451,0.03148116019916669
K200,TRAIN_2016_2022,ABS_STATE,328,0.23170731707317074,0.0019011099829847652,0.0,0.4969512195121951,0.0014583710335706681,0.09015231512306854,0.11254503555468837,0.851356460728762,-0.09932054201239271,-0.09932054201239274,0.3048780487804878,0.591295903430981,0.2575445574601425
K200,TRAIN_2016_2022,ABS_UNCOND,328,0.5396341463414634,0.00038270580574410864,0.0023969747874543874,0.49085365853658536,-6.003314366998879e-05,0.0016814156581173023,0.18614718814476672,0.10361893081351572,-0.4573111556264381,-0.15231633594583338,0.003048780487804878,-0.27162588465945203,-0.6226065535586076
K200,TRAIN_2016_2022,ALPHA_STATE,328,0.5396341463414634,0.00042997667277930985,0.0023969747874543874,0.5060975609756098,-1.2762276634787278e-05,0.0025814856329573477,0.19357905871911815,0.1119481851573699,-0.49731995312564115,-0.1598697098638999,0.4481707317073171,-0.2672038101588763,-0.6203182208026135
K200,TRAIN_2016_2022,ALPHA_UNCOND,328,0.5396341463414634,0.00026436643945387865,0.0038235875117944,0.4969512195121951,-0.0001783725099602184,-0.006483293242017907,0.19881094158751547,0.06701878901675189,-0.49709898339547853,-0.1598697098638999,0.003048780487804878,-0.3107856185833796,-0.6429482846235182
K200,TRAIN_2016_2022,EW4,328,0.5396341463414634,0.00038270580574410864,0.0023969747874543874,0.49085365853658536,-6.003314366998879e-05,0.0016814156581173023,0.18614718814476672,0.10361893081351572,-0.4573111556264381,-0.15231633594583338,0.003048780487804878,-0.27162588465945203,-0.6226065535586076
K200,TRAIN_2016_2022,LEADER,328,0.5396341463414634,0.00026436643945387865,0.0038235875117944,0.4969512195121951,-0.0001783725099602184,-0.006483293242017907,0.19881094158751547,0.06701878901675189,-0.49709898339547853,-0.1598697098638999,0.003048780487804878,-0.3107856185833796,-0.6429482846235182
K200,TRAIN_2016_2022,LEADER_OR_ROTATE,328,0.5396341463414634,0.00020183491204436862,0.0038235875117944,0.4969512195121951,-0.00024090403736972833,-0.009374708194178294,0.19811006669481593,0.05134761568026048,-0.49636162588076516,-0.1598697098638999,0.003048780487804878,-0.3242116697923204,-0.6499169779650475
K200,TRAIN_2016_2022,MARKET,328,0.5548780487804879,0.00044273894941409723,0.00206189505483645,0.0,0.0,0.0075254119811754006,0.16964530157839203,0.13153351635948093,-0.34926977782874014,-0.1450765868387732,0.003048780487804878,-0.242440755765312,-0.6074379789292803
K200,TRAIN_2016_2022,WPLUS,328,0.5304878048780488,0.0005702507127487728,0.0015277788386820876,0.4634146341463415,0.0001275117633346755,0.010147417263845382,0.19013842245991874,0.15115638149673136,-0.4550207894721171,-0.15231633594583338,0.003048780487804878,-0.22905220879157295,-0.6005060111482783
K200,VALID_2023_2024,ABS_STATE,97,0.15463917525773196,-7.573392121376994e-05,0.0,0.44329896907216493,-0.000770506459169844,-0.006418250459191865,0.07424046596806629,-0.051413869503672584,-0.12264978894099832,-0.0477316175166465,0.4329896907216495,-0.04273344732292805,-0.10042586864344671
K200,VALID_2023_2024,ABS_UNCOND,97,0.5257731958762887,0.0018324003129778538,0.0005568750332231504,0.4948453608247423,0.00113762777502178,0.08063006548446205,0.16310762965390974,0.5662088031690681,-0.11421685481033494,-0.07075238274263018,0.010309278350515464,0.056858301758325736,-0.12962757336435027
K200,VALID_2023_2024,ALPHA_STATE,97,0.5154639175257731,0.001983272847747306,0.0004262661952957331,0.4948453608247423,0.001288500309791232,0.08688569680241032,0.17396645714722767,0.5745760025558877,-0.16613610704059034,-0.0713794727327484,0.5876288659793815,0.06891047649829618,-0.11968753741004201
K200,VALID_2023_2024,ALPHA_UNCOND,97,0.4948453608247423,0.001359123186801574,-0.0012415784623877,0.4742268041237113,0.0006643506488455,0.05248874529898018,0.18198855112410062,0.37639625235594265,-0.17310363898029635,-0.0713794727327484,0.010309278350515464,0.003450982913134615,-0.17370640460051334
K200,VALID_2023_2024,EW4,97,0.5257731958762887,0.0018324003129778538,0.0005568750332231504,0.4948453608247423,0.00113762777502178,0.08063006548446205,0.16310762965390974,0.5662088031690681,-0.11421685481033494,-0.07075238274263018,0.010309278350515464,0.056858301758325736,-0.12962757336435027
K200,VALID_2023_2024,LEADER,97,0.4948453608247423,0.001359123186801574,-0.0012415784623877,0.4742268041237113,0.0006643506488455,0.05248874529898018,0.18198855112410062,0.37639625235594265,-0.17310363898029635,-0.0713794727327484,0.010309278350515464,0.003450982913134615,-0.17370640460051334
K200,VALID_2023_2024,LEADER_OR_ROTATE,97,0.4948453608247423,0.0014460784832018004,-0.0012415784623877,0.4742268041237113,0.0007513059452457264,0.057056282514626355,0.1817655095296181,0.4009691153287517,-0.17310363898029657,-0.0713794727327484,0.010309278350515464,0.012026020800120163,-0.16663093659001071
K200,VALID_2023_2024,MARKET,97,0.5567010309278351,0.0006947725379560744,0.0036845290501425,0.0,0.0,0.020627528992055888,0.16890657306929296,0.2073130445824676,-0.18473364824193184,-0.0804817644030546,0.010309278350515464,-0.05536366539101778,-0.2222257590127633
K200,VALID_2023_2024,WPLUS,97,0.5257731958762887,0.0026263678053195768,0.0017684368275892,0.4639175257731959,0.0019315952673635024,0.11951671961322163,0.18644188132457706,0.7099742635490001,-0.12409347826228045,-0.07075238274263018,0.010309278350515464,0.13287852056999472,-0.06690509148075219
KOSDAQ,STRESS_2025,ABS_STATE,45,0.6444444444444445,0.010848256667969437,0.01229078944015545,0.6222222222222222,0.0057119148863560495,0.6177849332262304,0.21312570074179768,2.565397482155619,-0.08297742869606928,-0.03838474658153372,0.35555555555555557,0.5244956645256085,0.39427741947638695
